Group,Subgroup,Week,Time Period Label,Time Period Start Date,Time Period End Date,Value
,40 - 49 years,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.9
,50 - 59 years,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.4
,60 - 69 years,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36
,70 - 79 years,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,30.7
,80 years and above,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,27.9
,Male,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,34.2
,Female,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.9
,Hispanic or Latino,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.9
,"Non-Hispanic White, single race",14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.2
,"Non-Hispanic Black, single race",14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.3
,"Non-Hispanic Asian, single race",14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,38.7
,"Non-Hispanic, other races and multiple races",14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,45.9
,Less than a high school diploma,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,36.6
,High school diploma or GED,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,33.2
,Some college/Associates degree,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,40.3
,Bachelors degree or higher,14,Sep 2 - Sep 14,09/02/2020 12:00:00 AM,09/14/2020 12:00:00 AM,39.5
,18 - 29 years,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,35.6
,30 - 39 years,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,39.1
,40 - 49 years,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,39.8
,50 - 59 years,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,38.4
,60 - 69 years,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,33.8
,70 - 79 years,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,29.7
,80 years and above,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,29.8
,Male,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,32.3
,Female,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,40.1
,Hispanic or Latino,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,40.5
,"Non-Hispanic White, single race",15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,34.8
,"Non-Hispanic Black, single race",15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,36.3
,"Non-Hispanic Asian, single race",15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,37.3
,"Non-Hispanic, other races and multiple races",15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,44.7
,Less than a high school diploma,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,35.5
,High school diploma or GED,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,31.5
,Some college/Associates degree,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,38.7
,Bachelors degree or higher,15,Sep 16 - Sep 28,09/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,38.7
,18 - 29 years,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,36.6
,30 - 39 years,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,38.4
,40 - 49 years,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,38.1
,50 - 59 years,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,37
,60 - 69 years,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,32.5
,70 - 79 years,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,29.4
,80 years and above,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,24
,Male,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,31.7
,Female,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,38.9
,Hispanic or Latino,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,40.1
,"Non-Hispanic White, single race",16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,33.6
,"Non-Hispanic Black, single race",16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,35.3
,"Non-Hispanic Asian, single race",16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,38.1
,"Non-Hispanic, other races and multiple races",16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,44.5
,Less than a high school diploma,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,36.9
,High school diploma or GED,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,30.9
,Some college/Associates degree,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,37.9
,Bachelors degree or higher,16,Sep 30 - Oct 12,09/30/2020 12:00:00 AM,10/12/2020 12:00:00 AM,36.8
,18 - 29 years,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,35.7
,30 - 39 years,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,38.4
,40 - 49 years,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,37.8
,50 - 59 years,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,38.7
,60 - 69 years,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,32.4
,70 - 79 years,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,27.4
,80 years and above,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,22
,Male,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,32.1
,Female,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,38.1
,Hispanic or Latino,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,39.7
,"Non-Hispanic White, single race",17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,33.3
,"Non-Hispanic Black, single race",17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,36.7
,"Non-Hispanic Asian, single race",17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,35.8
,"Non-Hispanic, other races and multiple races",17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,45.6
,Less than a high school diploma,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,35.8
,High school diploma or GED,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,31.1
,Some college/Associates degree,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,37.7
,Bachelors degree or higher,17,Oct 14 - Oct 26,10/14/2020 12:00:00 AM,10/26/2020 12:00:00 AM,36.4
age,18 - 29 years,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,41.5
age,30 - 39 years,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,40.2
age,40 - 49 years,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,36.9
age,50 - 59 years,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,37
age,60 - 69 years,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,33.1
age,70 - 79 years,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,26.8
age,80 years and above,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,20.9
gender,Male,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,32.1
gender,Female,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,39.6
race,Hispanic or Latino,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,44.3
race,"Non-Hispanic White, single race",18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,33.3
race,"Non-Hispanic Black, single race",18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,36.6
race,"Non-Hispanic Asian, single race",18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,37.7
race,"Non-Hispanic, other races and multiple races",18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,44.6
education,Less than a high school diploma,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,39.6
education,High school diploma or GED,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,31.9
education,Some college/Associates degree,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,39.2
education,Bachelors degree or higher,18,Oct 28 - Nov 9,10/28/2020 12:00:00 AM,11/09/2020 12:00:00 AM,35.9
,18 - 29 years,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,38.9
,30 - 39 years,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,41
,40 - 49 years,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,39
,50 - 59 years,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,37.2
,60 - 69 years,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,34.3
,70 - 79 years,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,31.5
,80 years and above,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,25.5
,Male,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,33.8
,Female,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,40
,Hispanic or Latino,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,44.7
,"Non-Hispanic White, single race",19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,35.1
,"Non-Hispanic Black, single race",19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,37.8
,"Non-Hispanic Asian, single race",19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,33.9
,"Non-Hispanic, other races and multiple races",19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,40.2
,Less than a high school diploma,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,40.2
,High school diploma or GED,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,35.3
,Some college/Associates degree,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,38.7
,Bachelors degree or higher,19,Nov 11 - Nov 23,11/11/2020 12:00:00 AM,11/23/2020 12:00:00 AM,36.5
,18 - 29 years,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,38.4
,30 - 39 years,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,39.9
,40 - 49 years,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,41.7
,50 - 59 years,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,40.2
,60 - 69 years,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,33.3
,70 - 79 years,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.8
,80 years and above,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,26.7
,Male,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,34.1
,Female,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,39.9
,Hispanic or Latino,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,42
,"Non-Hispanic White, single race",20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,35.8
,"Non-Hispanic Black, single race",20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,36.1
,"Non-Hispanic Asian, single race",20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,35.9
,"Non-Hispanic, other races and multiple races",20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,45.4
,Less than a high school diploma,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,41.2
,High school diploma or GED,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,33.9
,Some college/Associates degree,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,39.8
,Bachelors degree or higher,20,Nov 25 - Dec 7,11/25/2020 12:00:00 AM,12/07/2020 12:00:00 AM,36.9
,18 - 29 years,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.1
,30 - 39 years,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.5
,40 - 49 years,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,43.4
,50 - 59 years,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.9
,60 - 69 years,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.1
,70 - 79 years,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.8
,80 years and above,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.2
,Male,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.6
,Female,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,42.1
,Hispanic or Latino,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,42.9
,"Non-Hispanic White, single race",21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.8
,"Non-Hispanic Black, single race",21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.9
,"Non-Hispanic Asian, single race",21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.5
,"Non-Hispanic, other races and multiple races",21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,52.4
,Less than a high school diploma,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,44.7
,High school diploma or GED,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36
,Some college/Associates degree,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.8
,Bachelors degree or higher,21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.3
,18 - 29 years,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,34
,30 - 39 years,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,36.2
,40 - 49 years,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,38.4
,50 - 59 years,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,38.9
,60 - 69 years,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,33.4
,70 - 79 years,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,30.4
,80 years and above,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,23.6
,Male,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,32.3
,Female,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,38.1
,Hispanic or Latino,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,38.4
,"Non-Hispanic White, single race",22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,34.2
,"Non-Hispanic Black, single race",22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,35.3
,"Non-Hispanic Asian, single race",22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,34
,"Non-Hispanic, other races and multiple races",22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,43.4
,Less than a high school diploma,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,40.1
,High school diploma or GED,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,30.3
,Some college/Associates degree,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,38.2
,Bachelors degree or higher,22,Jan 6 - Jan 18,01/06/2021 12:00:00 AM,01/18/2021 12:00:00 AM,36
age,18 - 29 years,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.4
age,30 - 39 years,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.2
age,40 - 49 years,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.3
age,50 - 59 years,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,37.4
age,60 - 69 years,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.8
age,70 - 79 years,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,28.4
age,80 years and above,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,25.9
gender,Male,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,32.5
gender,Female,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.4
race,Hispanic or Latino,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,39.7
race,"Non-Hispanic White, single race",23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,34.4
race,"Non-Hispanic Black, single race",23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,34.4
race,"Non-Hispanic Asian, single race",23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.3
race,"Non-Hispanic, other races and multiple races",23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,41.5
education,Less than a high school diploma,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.2
education,High school diploma or GED,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,31.5
education,Some college/Associates degree,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,38.6
education,Bachelors degree or higher,23,Jan 20 - Feb 1,01/20/2021 12:00:00 AM,02/01/2021 12:00:00 AM,36.3
,18 - 29 years,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,36.9
,30 - 39 years,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,36.1
,40 - 49 years,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,35.9
,50 - 59 years,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,35.9
,60 - 69 years,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,32.1
,70 - 79 years,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,25.2
,80 years and above,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,27.2
,Male,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,31.1
,Female,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,37
,Hispanic or Latino,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,38.3
,"Non-Hispanic White, single race",24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,32.6
,"Non-Hispanic Black, single race",24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,33.1
,"Non-Hispanic Asian, single race",24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,37.3
,"Non-Hispanic, other races and multiple races",24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,41.6
,Less than a high school diploma,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,34.4
,High school diploma or GED,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,30.2
,Some college/Associates degree,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,37.1
,Bachelors degree or higher,24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,34.8
,18 - 29 years,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,32.1
,30 - 39 years,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,33.5
,40 - 49 years,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,34
,50 - 59 years,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,34.1
,60 - 69 years,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,31
,70 - 79 years,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,24.7
,80 years and above,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,21.6
,Male,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,29
,Female,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,34.4
,Hispanic or Latino,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,34.6
,"Non-Hispanic White, single race",25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,30.7
,"Non-Hispanic Black, single race",25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,32.4
,"Non-Hispanic Asian, single race",25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,32
,"Non-Hispanic, other races and multiple races",25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,38.4
,Less than a high school diploma,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,30.6
,High school diploma or GED,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,28.1
,Some college/Associates degree,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,34.6
,Bachelors degree or higher,25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,32.8
,18 - 29 years,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,31.1
,30 - 39 years,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,33
,40 - 49 years,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,31.7
,50 - 59 years,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,32
,60 - 69 years,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,28.7
,70 - 79 years,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,24.7
,80 years and above,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,27
,Male,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,27.4
,Female,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,33.6
,Hispanic or Latino,26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,34.6
,"Non-Hispanic White, single race",26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,28.9
,"Non-Hispanic Black, single race",26,Mar 3 - Mar 15,03/03/2021 12:00:00 AM,03/15/2021 12:00:00 AM,30.8
